Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
CRB2	"FLJ16786, FLJ38464"	ENSG00000148204	"Crumbs cell polarity complex component 2"	Q5IJ48	9	123356170-123380324	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Gastrulation, Sensory transduction, Vision"	"Developmental protein"	"Disease variant, Retinitis pigmentosa"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 7.3;kidney: 5.6;retina: 7.8"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 38.4;Bipolar cells: 36.8;Cone photoreceptor cells: 62.9;Mesothelial cells: 27.4;Oligodendrocytes: 25.0;Rod photoreceptor cells: 106.8"	"Group enriched"	"Detected in some"	7	"glioma: 9.4;ovarian cancer: 5.6"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Neuroblastoma: 4.8"	"Adipose visceral - Mesothelial cells, Kidney - Podocytes, Testis - Late spermatids"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA043674	Approved	Supported			"Intracellular and membrane"	"Developmental protein"	NA	NA		210000		"Cluster 17: Neuronal - Synaptic function"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 66: Photoreceptor cells - Visual perception"				"HPA043674: AB_10962974"	"unprognostic (1.38e-2)"	"unprognostic (2.39e-2)"	"unprognostic (1.26e-1)"	"unprognostic (2.83e-4)"	"unprognostic (2.85e-2)"	"unprognostic (1.14e-2)"	"unprognostic (2.31e-1)"	"unprognostic (3.69e-4)"	"unprognostic (1.20e-1)"	"unprognostic (7.28e-3)"	"unprognostic (4.66e-3)"	"unprognostic (3.09e-1)"	"unprognostic (5.56e-5)"	"unprognostic (1.31e-1)"	"unprognostic (1.55e-1)"	"unprognostic (4.38e-2)"	"unprognostic (3.38e-1)"
CRYL1	"GDH, lambda-CRY, MGC149525, MGC149526"	ENSG00000165475	"Crystallin lambda 1"	Q9Y2S2	13	20403666-20525873	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"		Oxidoreductase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"kidney: 317.6;liver: 246.3"	"Cell type enhanced"	"Detected in many"		"Distal tubular cells: 316.6;Hepatocytes: 334.2;Paneth cells: 265.7;Proximal enterocytes: 572.9;Proximal tubular cells: 736.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Kidney - Proximal tubular cells, Liver - Hepatocytes, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA040403, HPA058848"	Approved		Approved	"Nucleoplasm,Nucleoli,Golgi apparatus,Plasma membrane"			NA	NA		690000	"Cluster 33: Non-specific - ATP binding"	"Cluster 55: Kidney & Intestine - Metabolism"	"Cluster 27: Non-specific - Mixed function"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"		"Nucleoplasm, Nucleoli"	"Golgi apparatus, Plasma membrane"	"HPA040403: AB_10795632, HPA058848: "	"unprognostic (1.84e-1)"	"unprognostic (1.25e-1)"	"unprognostic (3.25e-2)"	"prognostic favorable (1.76e-5)"	"unprognostic (3.10e-1)"	"unprognostic (1.03e-1)"	"unprognostic (1.09e-3)"	"unprognostic (4.75e-3)"	"unprognostic (1.19e-1)"	"unprognostic (4.09e-2)"	"unprognostic (2.12e-2)"	"unprognostic (8.80e-2)"	"prognostic favorable (2.30e-9)"	"unprognostic (9.00e-2)"	"unprognostic (1.30e-1)"	"unprognostic (2.39e-2)"	"unprognostic (3.11e-1)"
CRYZ		ENSG00000116791	"Crystallin zeta"	Q08257	1	74705482-74733408	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"		"Oxidoreductase, RNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"kidney: 319.0;liver: 274.1"	"Cell type enhanced"	"Detected in many"		"Collecting duct cells: 136.1;Distal tubular cells: 221.3;Hepatocytes: 200.6;Oocytes: 180.9;Proximal tubular cells: 505.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Liver - Hepatocytes, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA021921, HPA023290"	Approved		Supported	Cytosol			NA	NA		6400000	"Cluster 16: Non-specific - Cell proliferation"	"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 21: Non-specific - Metabolism"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 38: Proximal tubular cells - Transmembrane transport"		Cytosol		"HPA021921: AB_1847262, HPA023290: AB_1847263"	"unprognostic (3.64e-2)"	"unprognostic (3.38e-2)"	"unprognostic (1.97e-1)"	"unprognostic (1.27e-2)"	"unprognostic (5.32e-3)"	"unprognostic (5.79e-2)"	"unprognostic (6.29e-2)"	"unprognostic (1.04e-1)"	"unprognostic (4.56e-2)"	"unprognostic (1.06e-1)"	"unprognostic (6.38e-3)"	"unprognostic (2.19e-1)"	"unprognostic (1.35e-3)"	"unprognostic (3.12e-1)"	"unprognostic (7.50e-2)"	"unprognostic (2.94e-1)"	"unprognostic (7.32e-2)"
CTXN3		ENSG00000205279	"Cortexin 3"	Q4LDR2	5	127649082-127658630	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 20.8;kidney: 76.9"	"Cell type enriched"	"Detected in some"	8	"Proximal tubular cells: 128.1"	"Cancer enriched"	"Detected in single"	8	"renal cancer: 1.0"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Proximal tubular cells, Skeletal muscle - Skeletal myocytes"	"Low region specificity"	"Detected in all"			"Region enhanced"	"Detected in all"		"olfactory bulb: 32.6"								NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 13: Non-specific - Mixed function"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"	51								"unprognostic (7.32e-2)"	"unprognostic (9.88e-2)"		"unprognostic (1.19e-1)"				"unprognostic (1.29e-1)"	"unprognostic (6.20e-3)"				
CYFIP2	PIR121	ENSG00000055163	"Cytoplasmic FMR1 interacting protein 2"	Q96F07	5	157266079-157395595	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Apoptosis, Cell adhesion"		"Disease variant, Epilepsy"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"brain: 85.0;kidney: 135.1"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 126.6;Collecting duct cells: 124.5;Excitatory neurons: 113.8;Inhibitory neurons: 141.2;Oligodendrocyte precursor cells: 113.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"lymphoma: 173.5"	"Adipose subcutaneous - Smooth muscle cells, Breast - T-cells, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB055519, HPA068106, HPA071459"	Uncertain		Approved	"Endoplasmic reticulum,Plasma membrane,Cytosol"			NA	NA			"Cluster 12: Non-specific - Mitochondrial translation"	"Cluster 61: Brain - Neuronal signaling"	"Cluster 38: Sub-cortical - Mixed function"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 32: Smooth muscle cells - Muscle contraction"	3	"Endoplasmic reticulum"	"Plasma membrane, Cytosol"	"CAB055519: , HPA068106: AB_2685955, HPA071459: AB_2686400"	"unprognostic (1.02e-2)"	"unprognostic (1.30e-1)"	"unprognostic (7.07e-2)"	"prognostic unfavorable (2.42e-6)"	"unprognostic (3.76e-1)"	"unprognostic (4.58e-2)"	"unprognostic (1.14e-1)"	"unprognostic (6.91e-3)"	"unprognostic (3.97e-2)"	"unprognostic (5.25e-2)"	"prognostic favorable (1.18e-4)"	"unprognostic (3.81e-2)"	"prognostic favorable (3.21e-12)"	"unprognostic (2.90e-1)"	"unprognostic (1.38e-1)"	"unprognostic (3.03e-1)"	"unprognostic (2.49e-2)"
CYP27B1	"CYP1, P450c1, PDDR, VDD1"	ENSG00000111012	"Cytochrome P450 family 27 subfamily B member 1"	O15528	12	57762334-57768986	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Lipid metabolism"	"Monooxygenase, Oxidoreductase"	"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"kidney: 14.7;thyroid gland: 5.5"	"Cell type enhanced"	"Detected in some"		"Exocrine glandular cells: 16.6;Proximal tubular cells: 22.7;Rod photoreceptor cells: 5.6"	"Low cancer specificity"	"Detected in many"			"Not detected"	"Not detected"			"Immune cell enriched"	"Detected in single"	6	"MAIT T-cell: 1.2"	"Lineage enriched"	"Detected in single"	12	"T-cells: 1.2"	"Low cancer specificity"	"Detected in many"			"Kidney - Proximal tubular cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"										NA	NA				"Cluster 52: Kidney - Transmembrane transport"		"Cluster 7: Liver cancer - Metabolism"	"Cluster 38: Proximal tubular cells - Transmembrane transport"					"unprognostic (8.59e-2)"	"unprognostic (1.42e-1)"	"unprognostic (8.89e-2)"	"unprognostic (2.77e-2)"	"unprognostic (4.16e-2)"	"unprognostic (1.03e-2)"	"unprognostic (1.28e-2)"	"unprognostic (1.44e-1)"	"unprognostic (2.10e-2)"	"unprognostic (4.72e-2)"	"unprognostic (2.51e-1)"	"unprognostic (1.17e-2)"	"unprognostic (1.75e-3)"	"unprognostic (4.10e-2)"	"unprognostic (3.19e-2)"	"prognostic unfavorable (6.79e-4)"	"unprognostic (5.67e-3)"
CYP4F2		ENSG00000186115	"Cytochrome P450 family 4 subfamily F member 2"	P78329	19	15878023-15898077	"Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Fatty acid metabolism, Lipid metabolism"	"Monooxygenase, Oxidoreductase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"intestine: 78.0;kidney: 39.4;liver: 161.6"	"Group enriched"	"Detected in some"	9	"Hepatocytes: 113.5;Proximal enterocytes: 202.2"	"Cancer enriched"	"Detected in some"	9	"liver cancer: 29.6"	"Low region specificity"	"Detected in some"			"Immune cell enriched"	"Detected in single"	19	"basophil: 8.1"	"Lineage enriched"	"Detected in single"	81	"granulocytes: 8.1"	"Cancer enhanced"	"Detected in some"		"colorectal cancer: 1.8;Gastric cancer: 1.2"	"Colon - Colon enterocytes, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Prostate - Prostate glandular cells, Skin - Sebaceous gland cells, Stomach - Gastric enteroendocrine cells"	"Low region specificity"	"Detected in all"							"HPA014048, HPA017265, HPA058960"	Supported				"Intracellular and membrane"	Enzyme	NA	NA			"Cluster 41: Basophils - Unknown function"	"Cluster 37: Liver & Intestine - Lipid metabolism"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 22: Proximal enterocytes - Digestion"	33			"HPA014048: AB_1847452, HPA017265: AB_1847451, HPA058960: AB_2683862"	"unprognostic (7.46e-3)"	"unprognostic (3.58e-1)"	"unprognostic (3.01e-1)"	"unprognostic (9.39e-2)"	"unprognostic (1.74e-1)"	"unprognostic (2.87e-2)"	"unprognostic (4.55e-3)"	"unprognostic (6.52e-2)"	"unprognostic (2.05e-1)"	"unprognostic (4.64e-2)"	"unprognostic (9.82e-2)"	"unprognostic (2.92e-1)"	"unprognostic (8.69e-4)"	"unprognostic (3.24e-1)"	"unprognostic (1.89e-1)"		"unprognostic (7.79e-3)"
DAB2	DOC-2	ENSG00000153071	"DAB adaptor protein 2"	P98082	5	39371675-39462300	"Plasma proteins, Predicted intracellular proteins"	"Apoptosis, Differentiation, Endocytosis, Protein transport, Transport, Wnt signaling pathway"	"Developmental protein"	"Tumor suppressor"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"kidney: 172.9;placenta: 219.3"	"Group enriched"	"Detected in many"	6	"Hofbauer cells: 1510.7;Proximal tubular cells: 1848.4;Syncytiotrophoblasts: 1789.3"	"Cancer enhanced"	"Detected in all"		"renal cancer: 52.4"	"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in many"	8	"plasmacytoid DC: 48.8"	"Lineage enriched"	"Detected in many"	8	"dendritic cells: 48.8"	"Low cancer specificity"	"Detected in many"			"Kidney - Proximal tubular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB009314, HPA028888"	Enhanced		Enhanced	"Nucleoli fibrillar center,Vesicles,Plasma membrane"			NA	NA		130000	"Cluster 8: Plasmacytoid DCs - Unknown function"	"Cluster 57: Lung - Lung function"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 9: Skin cancer - Melanin biosynthesis"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"	7	"Vesicles, Plasma membrane"	"Nucleoli fibrillar center"	"CAB009314: AB_638976, HPA028888: AB_2672814"	"unprognostic (1.24e-1)"	"unprognostic (7.28e-2)"	"unprognostic (2.16e-1)"	"unprognostic (1.25e-1)"	"unprognostic (5.37e-3)"	"unprognostic (7.01e-2)"	"prognostic unfavorable (7.38e-6)"	"unprognostic (3.11e-1)"	"unprognostic (2.82e-1)"	"unprognostic (2.78e-2)"	"unprognostic (1.50e-1)"	"unprognostic (1.87e-1)"	"unprognostic (3.16e-2)"	"prognostic unfavorable (9.67e-4)"	"unprognostic (1.27e-2)"	"unprognostic (2.24e-1)"	"unprognostic (1.20e-1)"
DCDC2	"DCDC2A, DFNB66, KIAA1154, NPHP19, RU2"	ENSG00000146038	"Doublecortin domain containing 2"	Q9UHG0	6	24171755-24358059	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Cilium biogenesis/degradation, Neurogenesis"		"Ciliopathy, Deafness, Disease variant, Nephronophthisis, Non-syndromic deafness"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"choroid plexus: 20.1;kidney: 22.6;pancreas: 25.5"	"Cell type enhanced"	"Detected in many"		"Ciliated cells: 69.1;Collecting duct cells: 85.6;Distal tubular cells: 58.4;Ductal cells: 128.7;Glandular and luminal cells: 97.7;Oocytes: 225.0;Proximal tubular cells: 62.7"	"Low cancer specificity"	"Detected in many"			"Region enriched"	"Detected in all"	5	"choroid plexus: 33.0"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Kidney cancer: 45.3;ovarian cancer: 38.7"	"Pancreas - Ductal cells, Skin - Eccrine sweat gland cells, Testis - Early spermatids, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"HPA031582, HPA031583, HPA031584"	Enhanced		Supported	"Microtubules,Mitotic spindle,Centriolar satellite,Cytosol"			Yes	NA				"Cluster 68: Non-specific - Protein processing"	"Cluster 17: Choroid plexus - Cilium"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 37: Glandular & Luminal cells - Unknown function"	25	Cytosol	"Microtubules, Mitotic spindle, Centriolar satellite"	"HPA031582: AB_10600901, HPA031583: AB_2673944, HPA031584: AB_2673945"	"unprognostic (8.65e-2)"	"unprognostic (2.07e-2)"	"unprognostic (1.66e-1)"	"unprognostic (6.70e-2)"	"unprognostic (1.08e-2)"	"unprognostic (3.22e-1)"	"unprognostic (1.03e-1)"	"unprognostic (1.45e-1)"	"unprognostic (2.90e-1)"	"unprognostic (7.87e-2)"	"unprognostic (1.81e-1)"	"unprognostic (1.09e-1)"	"unprognostic (2.67e-2)"	"unprognostic (5.22e-2)"	"unprognostic (1.16e-1)"	"unprognostic (2.12e-2)"	"unprognostic (2.99e-2)"
DDAH1	DDAH	ENSG00000153904	"Dimethylarginine dimethylaminohydrolase 1"	O94760	1	85318481-85578363	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"		Hydrolase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 120.4"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 150.7;Astrocytes: 345.6;Excitatory neurons: 190.9;Oligodendrocyte precursor cells: 171.2;Proximal tubular cells: 255.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA006308, HPA071064"	Enhanced		Approved	"Nucleoli,Plasma membrane,Cytosol"			NA	NA		350000		"Cluster 52: Kidney - Transmembrane transport"	"Cluster 40: Astrocytes - Astrocyte-neuron interactions"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 34: Neurons - Neuronal signaling"		"Plasma membrane, Cytosol"	Nucleoli	"HPA006308: AB_1847532, HPA071064: "	"unprognostic (1.44e-2)"	"unprognostic (2.43e-1)"	"prognostic favorable (5.99e-4)"	"unprognostic (6.82e-2)"	"unprognostic (1.04e-1)"	"unprognostic (1.62e-2)"	"unprognostic (2.55e-1)"	"unprognostic (3.85e-2)"	"unprognostic (2.57e-1)"	"unprognostic (1.02e-2)"	"unprognostic (3.62e-2)"	"unprognostic (1.56e-1)"	"prognostic favorable (5.21e-6)"	"unprognostic (5.37e-2)"	"unprognostic (9.06e-2)"	"unprognostic (5.81e-2)"	"unprognostic (1.56e-2)"
DDC	AADC	ENSG00000132437	"Dopa decarboxylase"	P20711	7	50458436-50565405	"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted intracellular proteins"	"Catecholamine biosynthesis"	"Decarboxylase, Lyase"	"Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"intestine: 161.2;kidney: 303.6;retina: 170.3"	"Group enriched"	"Detected in some"	4	"Enteroendocrine cells: 368.3;Proximal enterocytes: 394.0;Proximal tubular cells: 315.4;Rod photoreceptor cells: 478.2"	"Group enriched"	"Detected in many"	5	"colorectal cancer: 23.5;liver cancer: 13.4;pancreatic cancer: 6.4;renal cancer: 18.7;stomach cancer: 9.9"	"Group enriched"	"Detected in many"	9	"midbrain: 179.5;pons: 59.8"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Neuroblastoma: 108.9"	"Colon - Colon enterocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Skin - Sebaceous gland cells, Testis - Early spermatids, Thyroid - Parafollicular cells"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in all"	5	"midbrain: 97.7;pons: 40.1"	HPA017742	Enhanced		Approved	"Actin filaments"			NA	NA		120000		"Cluster 55: Kidney & Intestine - Metabolism"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 22: Proximal enterocytes - Digestion"	1	"Actin filaments"		"HPA017742: AB_1847832"	"unprognostic (1.04e-1)"	"unprognostic (3.68e-2)"	"unprognostic (2.57e-2)"	"unprognostic (3.49e-5)"	"unprognostic (1.17e-1)"	"unprognostic (1.03e-1)"	"unprognostic (1.28e-1)"	"unprognostic (5.15e-2)"	"unprognostic (4.69e-2)"	"unprognostic (5.44e-2)"	"unprognostic (9.36e-3)"	"unprognostic (5.24e-2)"	"unprognostic (1.76e-3)"	"unprognostic (1.60e-1)"	"unprognostic (3.55e-1)"	"unprognostic (7.65e-2)"	"unprognostic (1.16e-1)"
DHRS4L2	SDR25C3	ENSG00000187630	"Dehydrogenase/reductase 4 like 2"	Q6PKH6	14	23969874-24006408	"Metabolic proteins, Predicted intracellular proteins, Predicted secreted proteins"		Oxidoreductase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"kidney: 102.2"	"Cell type enhanced"	"Detected in many"		"Hepatocytes: 203.7;Proximal enterocytes: 335.6;Proximal tubular cells: 460.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Kidney - Proximal tubular cells, Liver - Hepatocytes"														"Secreted - unknown location"	Enzyme	NA	NA			"Cluster 2: Dendritic cells - Unknown function"	"Cluster 55: Kidney & Intestine - Metabolism"	"Cluster 44: Non-specific - Mixed function"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 22: Proximal enterocytes - Digestion"					"unprognostic (1.41e-2)"	"unprognostic (2.83e-3)"	"unprognostic (1.25e-1)"	"unprognostic (2.68e-2)"	"unprognostic (1.47e-1)"	"unprognostic (2.53e-1)"	"unprognostic (6.02e-2)"	"unprognostic (3.97e-3)"	"unprognostic (7.34e-2)"	"prognostic favorable (3.21e-4)"	"unprognostic (1.57e-2)"	"unprognostic (1.46e-2)"	"unprognostic (1.36e-3)"	"unprognostic (6.00e-2)"	"unprognostic (2.38e-1)"	"unprognostic (2.00e-1)"	"unprognostic (3.65e-2)"
EFHD1	FLJ13612	ENSG00000115468	"EF-hand domain family member D1"	Q9BUP0	2	232606057-232682776	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"breast: 168.9;kidney: 153.6"	"Cell type enhanced"	"Detected in many"		"Breast glandular cells: 224.3;Breast myoepithelial cells: 127.0;Distal tubular cells: 347.3;Oligodendrocytes: 161.5;Smooth muscle cells: 134.8;Syncytiotrophoblasts: 300.7"	"Cancer enriched"	"Detected in all"	5	"breast cancer: 100.8"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"neutrophil: 2.2"	"Low lineage specificity"	"Detected in single"			"Cancer enriched"	"Detected in many"	5	"breast cancer: 172.9"	"Breast - Breast glandular cells, Breast - Breast glandular cells, Heart muscle - Smooth muscle cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA049331, HPA056959"	Enhanced		Supported	"Nucleoli fibrillar center,Golgi apparatus"			No	NA		14000	"Cluster 21: Neutrophils - Unknown function"	"Cluster 34: Non-specific - Mixed function"	"Cluster 11: White matter - Signal transduction"	"Cluster 27: Breast cancer - Unknown function"	"Cluster 48: Smooth muscle cells - Signal transduction"		"Golgi apparatus"	"Nucleoli fibrillar center"	"HPA049331: AB_2680716, HPA056959: AB_2683288"	"unprognostic (9.51e-3)"	"unprognostic (2.21e-2)"	"unprognostic (4.78e-3)"	"unprognostic (3.25e-1)"	"unprognostic (3.40e-1)"	"unprognostic (9.70e-2)"	"unprognostic (9.02e-2)"	"unprognostic (1.13e-1)"	"unprognostic (3.29e-3)"	"unprognostic (1.21e-1)"	"unprognostic (5.57e-2)"	"unprognostic (9.99e-2)"	"prognostic favorable (2.93e-7)"	"unprognostic (2.00e-2)"	"unprognostic (1.84e-1)"	"unprognostic (2.51e-2)"	"unprognostic (2.29e-3)"
