Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
SLC13A2	NaDC-1	ENSG00000007216	"Solute carrier family 13 member 2"	Q13183	17	28473293-28497781	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Ion transport, Sodium transport, Symport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	6	"intestine: 125.7;kidney: 41.5;salivary gland: 46.8"	"Cell type enriched"	"Detected in some"	4	"Proximal enterocytes: 262.2"	"Low cancer specificity"	"Detected in many"			"Region enriched"	"Detected in single"	9	"choroid plexus: 1.6"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Colon - Colon enterocytes, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Pancreas - Ductal cells, Prostate - Urothelial cells, Skin - Eccrine sweat gland cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA014963	Enhanced						NA	NA				"Cluster 55: Kidney & Intestine - Metabolism"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 22: Proximal enterocytes - Digestion"	3			"HPA014963: AB_1857096"	"unprognostic (8.47e-2)"	"unprognostic (7.63e-3)"	"unprognostic (4.36e-3)"	"unprognostic (2.06e-1)"		"unprognostic (2.36e-3)"	"unprognostic (3.06e-1)"	"unprognostic (2.28e-4)"		"unprognostic (1.50e-1)"	"unprognostic (1.74e-1)"	"unprognostic (1.00e-2)"	"prognostic favorable (9.00e-4)"	"unprognostic (2.16e-1)"	"unprognostic (2.64e-1)"		"unprognostic (1.50e-2)"
SLC5A8	AIT	ENSG00000256870	"Solute carrier family 5 member 8"	Q8N695	12	101155493-101210238	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Apoptosis, Ion transport, Sodium transport, Symport, Transport"		"Tumor suppressor"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	6	"cervix: 19.5;kidney: 5.4;thyroid gland: 15.1"	"Cell type enhanced"	"Detected in some"		"Alveolar cells type 2: 13.1;Basal respiratory cells: 10.7;Early spermatids: 11.3;Enteroendocrine cells: 23.7;Excitatory neurons: 14.1;Inhibitory neurons: 16.5;Ionocytes: 25.4;Prostatic glandular cells: 13.5;Proximal tubular cells: 22.4"	"Group enriched"	"Detected in many"	4	"breast cancer: 2.7;renal cancer: 7.6;thyroid cancer: 5.3"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	4	"breast cancer: 1.4"	"Prostate - Prostate glandular cells, Testis - Early spermatids, Testis - Late spermatids, Thyroid - Thyroid glandular cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"										NA	NA				"Cluster 51: Thyroid gland - Unknown function"	"Cluster 1: Neurons - Mixed function"	"Cluster 27: Breast cancer - Unknown function"	"Cluster 38: Proximal tubular cells - Transmembrane transport"					"prognostic favorable (9.04e-6)"	"unprognostic (1.84e-1)"		"unprognostic (1.17e-2)"		"unprognostic (1.27e-3)"		"unprognostic (1.24e-1)"			"unprognostic (5.20e-1)"	"unprognostic (1.16e-2)"	"prognostic favorable (1.97e-4)"	"unprognostic (6.16e-2)"	"unprognostic (2.30e-2)"	"unprognostic (2.87e-2)"	
SLC7A9	CSNU3	ENSG00000021488	"Solute carrier family 7 member 9"	P82251	19	32830509-32869767	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Amino-acid transport, Transport"		"Cystinuria, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	6	"intestine: 121.3;kidney: 65.7"	"Cell type enriched"	"Detected in some"	11	"Proximal enterocytes: 817.9"	"Group enriched"	"Detected in some"	7	"liver cancer: 6.6;renal cancer: 5.2;stomach cancer: 1.9"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Gastric cancer: 1.4;liver cancer: 3.5"	"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA042591	Enhanced						NA	NA				"Cluster 55: Kidney & Intestine - Metabolism"		"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 22: Proximal enterocytes - Digestion"				"HPA042591: AB_10962500"	"unprognostic (4.12e-2)"	"unprognostic (5.40e-2)"	"unprognostic (6.19e-2)"	"unprognostic (3.37e-3)"	"unprognostic (1.69e-1)"	"unprognostic (1.54e-1)"	"unprognostic (4.17e-2)"	"unprognostic (3.87e-2)"	"unprognostic (1.49e-1)"	"unprognostic (1.78e-1)"	"unprognostic (1.24e-1)"	"unprognostic (2.39e-1)"	"unprognostic (9.69e-2)"	"unprognostic (5.97e-2)"	"unprognostic (3.20e-1)"	"unprognostic (4.94e-3)"	"unprognostic (5.10e-5)"
TRIM15	"RNF93, ZNF178, ZNFB7"	ENSG00000204610	"Tripartite motif containing 15"	Q9C019	6	30163206-30172693	"Predicted intracellular proteins"	"Ubl conjugation pathway"	Transferase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	6	"intestine: 16.6;kidney: 5.9;liver: 14.1"	"Cell type enhanced"	"Detected in some"		"Distal enterocytes: 93.7;Intestinal goblet cells: 27.7;Paneth cells: 93.7;Proximal enterocytes: 81.2;Proximal tubular cells: 19.6"	"Group enriched"	"Detected in many"	4	"colorectal cancer: 14.4;liver cancer: 5.6;pancreatic cancer: 7.7;renal cancer: 4.4;stomach cancer: 8.0"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Bile duct cancer: 3.8;colorectal cancer: 5.2;Gastric cancer: 6.5"	"Colon - Colon enterocytes, Kidney - Proximal tubular cells, Pancreas - Ductal cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA047527			Approved	"Centriolar satellite,Cytosol"			NA	NA				"Cluster 37: Liver & Intestine - Lipid metabolism"		"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 5: Enterocytes - Absorption"	7	Cytosol	"Centriolar satellite"	"HPA047527: "	"unprognostic (2.61e-1)"	"unprognostic (1.54e-1)"	"unprognostic (1.85e-1)"	"unprognostic (1.71e-1)"		"unprognostic (5.36e-2)"	"unprognostic (1.92e-2)"	"unprognostic (7.57e-4)"	"unprognostic (5.27e-2)"	"unprognostic (1.11e-1)"	"unprognostic (4.00e-2)"		"unprognostic (2.16e-2)"	"unprognostic (2.19e-2)"	"unprognostic (3.83e-1)"	"unprognostic (1.63e-1)"	"unprognostic (2.41e-1)"
UGT1A6	"GNT1, HLUGP, UGT1F"	ENSG00000167165	"UDP glucuronosyltransferase family 1 member A6"	P19224	2	233691607-233773300	"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"		"Glycosyltransferase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	6	"kidney: 68.7;liver: 139.1;urinary bladder: 85.8"	"Group enriched"	"Detected in some"	4	"Basal squamous epithelial cells: 18.4;Early spermatids: 26.4;Gastric mucus-secreting cells: 14.1;Late spermatids: 35.3;Squamous epithelial cells: 16.1"	"Group enriched"	"Detected in many"	5	"liver cancer: 7.2;lung cancer: 3.1;renal cancer: 7.6;urothelial cancer: 3.2"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 261.8"	"Kidney - Proximal tubular cells, Lung - Respiratory ciliated cells, Skin - Keratinocyte (other), Testis - Late spermatids"	"Low region specificity"	"Detected in many"							"CAB009819, HPA054065, HPA056023"	Enhanced		Supported	"Endoplasmic reticulum,Vesicles"			NA	NA				"Cluster 1: Liver & Kidney - Metabolism"		"Cluster 7: Liver cancer - Metabolism"	"Cluster 11: Late spermatids - Unknown function"		Vesicles	"Endoplasmic reticulum"	"CAB009819: AB_2241481, HPA054065: AB_2682367, HPA056023: "		"unprognostic (9.09e-2)"	"unprognostic (6.07e-2)"	"unprognostic (5.43e-2)"		"unprognostic (6.03e-2)"	"prognostic unfavorable (2.89e-6)"	"unprognostic (2.79e-1)"	"unprognostic (6.18e-2)"		"unprognostic (2.09e-3)"	"unprognostic (9.97e-2)"	"unprognostic (2.16e-2)"	"unprognostic (3.52e-1)"	"unprognostic (7.50e-2)"		"unprognostic (2.01e-2)"
UGT2A1		ENSG00000173610	"UDP glucuronosyltransferase family 2 member A1 complex locus"	P0DTE4	4	69588417-69653249	"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Lipid metabolism, Olfaction, Sensory transduction"	"Glycosyltransferase, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	6	"choroid plexus: 6.6;kidney: 2.2;liver: 3.5;pituitary gland: 5.4"	"Cell type enhanced"	"Detected in some"		"Club cells: 1.1;Collecting duct cells: 1.9;Proximal tubular cells: 4.9"	"Cancer enhanced"	"Detected in some"		"liver cancer: 0.7;lung cancer: 0.5"	"Region enriched"	"Detected in single"	15	"choroid plexus: 7.6"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	6	"lung cancer: 1.0;Myeloma: 1.4"	"Kidney - Proximal tubular cells, Skin - Sebaceous gland cells"	"Not detected"	"Not detected"							"HPA017261, HPA045108"	Uncertain						NA	NA				"Cluster 60: Choroid plexus - Transmembrane transport"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"				"HPA017261: AB_10963582, HPA045108: AB_2679218"							"unprognostic (3.93e-3)"	"unprognostic (5.62e-1)"					"unprognostic (1.28e-4)"	"unprognostic (1.74e-1)"	"unprognostic (2.76e-2)"		
UGT3A1	FLJ34658	ENSG00000145626	"UDP glycosyltransferase family 3 member A1"	Q6NUS8	5	35951006-36001028	"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"		"Glycosyltransferase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	6	"kidney: 49.2;liver: 56.2"	"Cell type enhanced"	"Detected in some"		"Collecting duct cells: 29.2;Early spermatids: 164.8;Hepatocytes: 63.9;Late spermatids: 24.4;Proximal tubular cells: 69.3"	"Group enriched"	"Detected in some"	15	"liver cancer: 6.7;renal cancer: 4.3"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	5	"Kidney cancer: 2.5;Sarcoma: 1.4"	"Kidney - Proximal tubular cells, Testis - Early spermatids, Testis - Late spermatids"									"HPA047697, HPA056290"	Uncertain		Approved	Vesicles,Cytosol			NA	NA				"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 9: Non-specific - Receptor signaling"	"Cluster 33: Sarcoma - Muscle contraction"	"Cluster 38: Proximal tubular cells - Transmembrane transport"		"Vesicles, Cytosol"		"HPA047697: AB_2680122, HPA056290: AB_2683088"				"unprognostic (2.41e-3)"			"unprognostic (4.47e-1)"			"unprognostic (4.04e-1)"	"unprognostic (4.62e-1)"	"unprognostic (1.42e-2)"	"unprognostic (6.05e-2)"	"unprognostic (9.14e-2)"	"unprognostic (1.76e-1)"		
ALDH6A1	MMSDH	ENSG00000119711	"Aldehyde dehydrogenase 6 family member A1"	Q02252	14	74056847-74084492	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"		Oxidoreductase	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in all"	5	"kidney: 365.2;liver: 355.6"	"Group enriched"	"Detected in many"	5	"Hepatocytes: 540.4;Proximal tubular cells: 777.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in all"		"eosinophil: 43.2"	"Lineage enriched"	"Detected in all"	4	"granulocytes: 43.2"	"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Liver - Hepatocytes, Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA029072, HPA029073, HPA029074, HPA029075"	Enhanced		Enhanced	Mitochondria			No	No		37000	"Cluster 41: Basophils - Unknown function"	"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 60: Prostate cancer - Unknown function"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"		Mitochondria		"HPA029072: AB_10599176, HPA029073: AB_10601877, HPA029074: AB_10601000, HPA029075: AB_10602005"	"unprognostic (1.45e-1)"	"unprognostic (5.38e-2)"	"unprognostic (6.89e-2)"	"unprognostic (6.95e-3)"	"unprognostic (1.46e-1)"	"unprognostic (7.93e-2)"	"unprognostic (1.11e-3)"	"prognostic favorable (4.22e-4)"	"unprognostic (1.58e-1)"	"unprognostic (9.10e-2)"	"unprognostic (3.11e-2)"	"unprognostic (2.13e-1)"	"prognostic favorable (2.00e-15)"	"unprognostic (4.59e-1)"	"unprognostic (1.92e-1)"	"unprognostic (6.05e-3)"	"unprognostic (1.12e-1)"
ATOH7	"bHLHa13, Math5"	ENSG00000179774	"Atonal bHLH transcription factor 7"	Q8N100	10	68230595-68232113	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Differentiation, Neurogenesis, Transcription, Transcription regulation"	"Developmental protein, DNA-binding"	"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"brain: 3.1;kidney: 1.1;liver: 3.0"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 1.6;Spermatogonia: 1.1"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"lung cancer: 1.0"	"Kidney - Proximal tubular cells"	"Region enriched"	"Detected in some"	9	"cerebellum: 28.7"	"Low region specificity"	"Detected in some"			HPA027008	Uncertain						NA	NA				"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 34: Non-specific - Mixed function"	"Cluster 1: Neuronal - Visual perception"	"Cluster 34: Neurons - Neuronal signaling"				"HPA027008: AB_10600783"	"unprognostic (7.17e-2)"	"unprognostic (2.81e-1)"	"unprognostic (7.66e-2)"	"unprognostic (1.86e-2)"	"unprognostic (2.20e-3)"	"unprognostic (7.40e-2)"	"unprognostic (7.76e-2)"	"unprognostic (6.16e-2)"	"unprognostic (2.46e-1)"	"unprognostic (9.28e-4)"	"unprognostic (4.96e-3)"	"unprognostic (1.17e-1)"	"unprognostic (5.06e-4)"	"unprognostic (1.72e-1)"	"unprognostic (2.52e-2)"	"unprognostic (1.36e-1)"	"unprognostic (7.18e-2)"
BAIAP2L2	"FLJ22582, pinkbar"	ENSG00000128298	"BAR/IMD domain containing adaptor protein 2 like 2"	Q6UXY1	22	38084652-38111015	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	5	"intestine: 95.9;kidney: 41.3"	"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 64.9;Enteroendocrine cells: 30.3;Intestinal goblet cells: 52.7;Oligodendrocytes: 28.9;Proximal enterocytes: 125.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"skin cancer: 53.7"	"Colon - Colon enterocytes, Kidney - Proximal tubular cells"	"Region enhanced"	"Detected in many"		"olfactory bulb: 3.7"	"Low region specificity"	"Detected in many"			HPA003043	Approved						NA	NA				"Cluster 55: Kidney & Intestine - Metabolism"	"Cluster 53: Neurons - Mixed function"	"Cluster 69: Skin cancer - ECM organization"	"Cluster 22: Proximal enterocytes - Digestion"				"HPA003043: AB_2227864"	"unprognostic (2.15e-1)"	"unprognostic (4.23e-2)"	"unprognostic (9.82e-2)"	"unprognostic (5.91e-2)"	"unprognostic (7.75e-2)"	"unprognostic (1.75e-1)"	"unprognostic (2.57e-3)"	"unprognostic (1.37e-3)"	"unprognostic (2.30e-2)"	"unprognostic (2.14e-1)"	"unprognostic (1.21e-1)"	"unprognostic (1.88e-3)"	"unprognostic (1.77e-1)"	"unprognostic (5.73e-2)"	"unprognostic (1.27e-1)"	"unprognostic (4.23e-2)"	"unprognostic (4.51e-2)"
CD8B2	CD8BP	ENSG00000254126	"CD8b2 molecule"	A6NJW9	2	106487364-106544297	"Predicted membrane proteins"	"Adaptive immunity, Immunity"			"Evidence at transcript level"	"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at transcript level"	"Group enriched"	"Detected in some"	5	"kidney: 1.9;lymphoid tissue: 7.2"	"Cell type enhanced"	"Detected in single"		"T-cells: 1.0"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"Group enriched"	"Detected in some"	9	"memory CD8 T-cell: 18.8;naive CD8 T-cell: 30.8"	"Lineage enriched"	"Detected in many"	14	"T-cells: 30.8"	"Group enriched"	"Detected in some"	12	"breast cancer: 7.7;Myeloma: 18.9"	"Skin - Fibroblast_2"																NA	NA			"Cluster 11: T-cells - Unknown function"		"Cluster 49: Hindbrain - Mixed function"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 7: T-cells - T-cell receptor"					"unprognostic (9.34e-3)"	"unprognostic (7.84e-2)"	"unprognostic (2.32e-2)"	"unprognostic (3.41e-2)"	"unprognostic (2.10e-1)"	"unprognostic (5.54e-2)"		"unprognostic (1.18e-1)"	"unprognostic (5.27e-1)"	"unprognostic (1.28e-2)"	"unprognostic (1.21e-1)"	"unprognostic (2.27e-1)"	"unprognostic (2.76e-2)"	"unprognostic (1.21e-1)"	"unprognostic (1.41e-1)"	"unprognostic (6.90e-2)"	"unprognostic (9.67e-3)"
CLRN3	"MGC32871, TMEM12, USH3AL1"	ENSG00000180745	"Clarin 3"	Q8NCR9	10	127877841-127892941	"Predicted membrane proteins, Transporters"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"intestine: 86.6;kidney: 42.3;liver: 77.4"	"Cell type enhanced"	"Detected in some"		"Distal enterocytes: 95.1;Enteroendocrine cells: 53.4;Hepatocytes: 40.4;Intestinal goblet cells: 81.5;Paneth cells: 77.2;Proximal enterocytes: 153.7;Proximal tubular cells: 55.2;Undifferentiated cells: 34.3"	"Cancer enhanced"	"Detected in many"		"colorectal cancer: 45.3;renal cancer: 30.0"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	5	"colorectal cancer: 37.8;Gastric cancer: 20.8"	"Colon - Colon enterocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Pancreas - Ductal cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			HPA014482	Approved						NA	NA				"Cluster 37: Liver & Intestine - Lipid metabolism"		"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 5: Enterocytes - Absorption"	1			"HPA014482: AB_2082885"	"unprognostic (7.34e-3)"	"unprognostic (1.55e-1)"	"unprognostic (1.41e-2)"	"unprognostic (1.46e-3)"	"unprognostic (1.22e-2)"		"unprognostic (1.06e-1)"	"unprognostic (5.08e-2)"		"unprognostic (2.62e-1)"	"unprognostic (6.22e-2)"	"unprognostic (4.67e-1)"	"unprognostic (8.86e-2)"	"prognostic favorable (8.98e-4)"	"unprognostic (1.74e-1)"	"unprognostic (2.89e-3)"	"unprognostic (3.00e-2)"
CYP24A1	"CP24, CYP24, lncBCAS1-4_1, P450-CC24"	ENSG00000019186	"Cytochrome P450 family 24 subfamily A member 1"	Q07973	20	54153446-54173986	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Lipid metabolism"	"Monooxygenase, Oxidoreductase"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	5	"endometrium 1: 14.5;kidney: 34.3;lymphoid tissue: 10.3;placenta: 9.7;urinary bladder: 27.8"	"Group enriched"	"Detected in some"	5	"Basal respiratory cells: 142.9;Basal squamous epithelial cells: 38.1;Ionocytes: 107.5;Proximal tubular cells: 65.2"	"Cancer enhanced"	"Detected in many"		"lung cancer: 18.3;urothelial cancer: 21.0"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Kidney - Proximal tubular cells, Lung - Respiratory ciliated cells, Prostate - Urothelial cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA022261	Enhanced		Approved	Mitochondria			NA	Yes			"Cluster 11: T-cells - Unknown function"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 1: Neurons - Mixed function"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 35: Respiratory epithelial cells - Unknown function"		Mitochondria		"HPA022261: AB_1847427"	"unprognostic (1.19e-7)"	"unprognostic (1.73e-1)"	"unprognostic (2.24e-2)"	"unprognostic (7.69e-3)"	"unprognostic (3.30e-1)"	"unprognostic (2.30e-2)"		"unprognostic (1.11e-2)"	"unprognostic (2.12e-1)"	"unprognostic (2.09e-2)"	"unprognostic (5.37e-3)"	"unprognostic (1.23e-1)"	"unprognostic (6.05e-2)"	"unprognostic (5.98e-2)"	"unprognostic (1.36e-1)"	"unprognostic (4.38e-2)"	"unprognostic (2.12e-1)"
